dme:Dmel_CG10000	ncbi-geneid:43394
dme:Dmel_CG33920	ncbi-geneid:3771875
dme:Dmel_CG33922	ncbi-geneid:3771945
dme:Dmel_CG33923	ncbi-geneid:3772652
dme:Dmel_CG33924	ncbi-geneid:3772073
dme:Dmel_CG33926	ncbi-geneid:39092
dme:Dmel_CG33927	ncbi-geneid:3771851
dme:Dmel_CG33928	ncbi-geneid:3772334
dme:Dmel_CG33931	ncbi-geneid:3772007
dme:Dmel_CG33932	ncbi-geneid:338392
dme:Dmel_CG33933	ncbi-geneid:3772456
dme:Dmel_CG33934	ncbi-geneid:3772159
dme:Dmel_CG33935	ncbi-geneid:3771806
dme:Dmel_CG33939	ncbi-geneid:26067037
dme:Dmel_CG3394	ncbi-geneid:37887
dme:Dmel_CG33941	ncbi-geneid:3772538
dme:Dmel_CG33943	ncbi-geneid:4379909
dme:Dmel_CG33946	ncbi-geneid:26067038
dme:Dmel_CG33947	ncbi-geneid:26067039
dme:Dmel_CG3395	ncbi-geneid:39108
dme:Dmel_CG33950	ncbi-geneid:45320
dme:Dmel_CG33955	ncbi-geneid:3771890
dme:Dmel_CG33956	ncbi-geneid:3772082
dme:Dmel_CG33957	ncbi-geneid:3772382
dme:Dmel_CG33958	ncbi-geneid:37088
dme:Dmel_CG3396	ncbi-geneid:39621
dme:Dmel_CG33960	ncbi-geneid:246538
dme:Dmel_CG33962	ncbi-geneid:3885650
dme:Dmel_CG33964	ncbi-geneid:3772719
dme:Dmel_CG33965	ncbi-geneid:3885668
dme:Dmel_CG33966	ncbi-geneid:3885642
dme:Dmel_CG33967	ncbi-geneid:41783
dme:Dmel_CG33968	ncbi-geneid:318102
dme:Dmel_CG33969	ncbi-geneid:40252
dme:Dmel_CG3397	ncbi-geneid:41454
dme:Dmel_CG33970	ncbi-geneid:43186
dme:Dmel_CG33971	ncbi-geneid:3885628
dme:Dmel_CG33976	ncbi-geneid:41549
dme:Dmel_CG33977	ncbi-geneid:3885575
dme:Dmel_CG33978	ncbi-geneid:3885646
dme:Dmel_CG33979	ncbi-geneid:45233
dme:Dmel_CG33980	ncbi-geneid:31469
dme:Dmel_CG33981	ncbi-geneid:3885654
dme:Dmel_CG33983	ncbi-geneid:39681
dme:Dmel_CG33985	ncbi-geneid:3885639
dme:Dmel_CG33986	ncbi-geneid:3885638
dme:Dmel_CG33988	ncbi-geneid:37953
dme:Dmel_CG3399	ncbi-geneid:33611
dme:Dmel_CG33990	ncbi-geneid:3885603
dme:Dmel_CG33991	ncbi-geneid:39572
dme:Dmel_CG33993	ncbi-geneid:3885637
dme:Dmel_CG33995	ncbi-geneid:3885607
dme:Dmel_CG33996	ncbi-geneid:3885598
dme:Dmel_CG33998	ncbi-geneid:3885594
dme:Dmel_CG3400	ncbi-geneid:32938
dme:Dmel_CG34001	ncbi-geneid:3885640
dme:Dmel_CG34002	ncbi-geneid:3885644
dme:Dmel_CG34003	ncbi-geneid:3885611
dme:Dmel_CG34005	ncbi-geneid:3885597
dme:Dmel_CG34007	ncbi-geneid:3885610
dme:Dmel_CG34008	ncbi-geneid:3885577
dme:Dmel_CG3401	ncbi-geneid:37888
dme:Dmel_CG34010	ncbi-geneid:3885627
dme:Dmel_CG34011	ncbi-geneid:3885619
dme:Dmel_CG34012	ncbi-geneid:3885632
dme:Dmel_CG34015	ncbi-geneid:3885570
dme:Dmel_CG3402	ncbi-geneid:38077
dme:Dmel_CG34021	ncbi-geneid:3885589
dme:Dmel_CG34025	ncbi-geneid:3885633
dme:Dmel_CG34026	ncbi-geneid:3885569
dme:Dmel_CG34027	ncbi-geneid:3885585
dme:Dmel_CG34028	ncbi-geneid:3885648
dme:Dmel_CG34029	ncbi-geneid:3885592
dme:Dmel_CG3403	ncbi-geneid:35576
dme:Dmel_CG34030	ncbi-geneid:3885636
dme:Dmel_CG34031	ncbi-geneid:3885665
dme:Dmel_CG34033	ncbi-geneid:3885602
dme:Dmel_CG34034	ncbi-geneid:3885584
dme:Dmel_CG34038	ncbi-geneid:3885596
dme:Dmel_CG34039	ncbi-geneid:3885643
dme:Dmel_CG34040	ncbi-geneid:3885655
dme:Dmel_CG34041	ncbi-geneid:3885583
dme:Dmel_CG34042	ncbi-geneid:3885617
dme:Dmel_CG34043	ncbi-geneid:3885606
dme:Dmel_CG34045	ncbi-geneid:3885656
dme:Dmel_CG34049	ncbi-geneid:3885620
dme:Dmel_CG34051	ncbi-geneid:3885660
dme:Dmel_CG34054	ncbi-geneid:3885601
dme:Dmel_CG34056	ncbi-geneid:38106
dme:Dmel_CG34057	ncbi-geneid:3885645
dme:Dmel_CG34058	ncbi-geneid:34299
dme:Dmel_CG34059	ncbi-geneid:3885612
dme:Dmel_CG34063	ncbi-geneid:19893529
dme:Dmel_CG34067	ncbi-geneid:19893533
dme:Dmel_CG34069	ncbi-geneid:19893535
dme:Dmel_CG3407	ncbi-geneid:33606
dme:Dmel_CG34072	ncbi-geneid:19893538
dme:Dmel_CG34073	ncbi-geneid:19893539
dme:Dmel_CG34074	ncbi-geneid:19893540
dme:Dmel_CG34076	ncbi-geneid:19893542
dme:Dmel_CG3408	ncbi-geneid:39107
dme:Dmel_CG34083	ncbi-geneid:19893549
dme:Dmel_CG34085	ncbi-geneid:19893551
dme:Dmel_CG34086	ncbi-geneid:19893552
dme:Dmel_CG34089	ncbi-geneid:19893555
dme:Dmel_CG3409	ncbi-geneid:35578
dme:Dmel_CG34090	ncbi-geneid:19893556
dme:Dmel_CG34092	ncbi-geneid:19893558
dme:Dmel_CG34098	ncbi-geneid:4379879
dme:Dmel_CG34099	ncbi-geneid:4379907
dme:Dmel_CG3410	ncbi-geneid:53543
dme:Dmel_CG34100	ncbi-geneid:2768685
dme:Dmel_CG34102	ncbi-geneid:4379888
dme:Dmel_CG34103	ncbi-geneid:4379865
dme:Dmel_CG34104	ncbi-geneid:31945
dme:Dmel_CG34105	ncbi-geneid:4379881
dme:Dmel_CG34106	ncbi-geneid:4379891
dme:Dmel_CG34107	ncbi-geneid:4379852
dme:Dmel_CG34109	ncbi-geneid:4379890
dme:Dmel_CG3411	ncbi-geneid:37890
dme:Dmel_CG34110	ncbi-geneid:4379864
dme:Dmel_CG34112	ncbi-geneid:4379842
dme:Dmel_CG34113	ncbi-geneid:4379844
dme:Dmel_CG34114	ncbi-geneid:4379854
dme:Dmel_CG34115	ncbi-geneid:4379880
dme:Dmel_CG34116	ncbi-geneid:4379912
dme:Dmel_CG34117	ncbi-geneid:4379851
dme:Dmel_CG3412	ncbi-geneid:42504
dme:Dmel_CG34120	ncbi-geneid:318066
dme:Dmel_CG34124	ncbi-geneid:4379887
dme:Dmel_CG34125	ncbi-geneid:4379886
dme:Dmel_CG34126	ncbi-geneid:318872
dme:Dmel_CG34127	ncbi-geneid:40912
dme:Dmel_CG34129	ncbi-geneid:43181
dme:Dmel_CG3413	ncbi-geneid:37548
dme:Dmel_CG34130	ncbi-geneid:4379866
dme:Dmel_CG34131	ncbi-geneid:4379860
dme:Dmel_CG34132	ncbi-geneid:4379884
dme:Dmel_CG34133	ncbi-geneid:318566
dme:Dmel_CG34134	ncbi-geneid:4379889
dme:Dmel_CG34135	ncbi-geneid:4379850
dme:Dmel_CG34136	ncbi-geneid:4379892
dme:Dmel_CG34137	ncbi-geneid:4379900
dme:Dmel_CG34138	ncbi-geneid:4379856
dme:Dmel_CG34139	ncbi-geneid:42402
dme:Dmel_CG34140	ncbi-geneid:4379908
dme:Dmel_CG34141	ncbi-geneid:4379870
dme:Dmel_CG34143	ncbi-geneid:32067
dme:Dmel_CG34145	ncbi-geneid:4379817
dme:Dmel_CG34147	ncbi-geneid:4379878
dme:Dmel_CG34148	ncbi-geneid:326250
dme:Dmel_CG34149	ncbi-geneid:4379861
dme:Dmel_CG3415	ncbi-geneid:32582
dme:Dmel_CG34150	ncbi-geneid:4379863
dme:Dmel_CG34155	ncbi-geneid:4379867
dme:Dmel_CG34157	ncbi-geneid:42327
dme:Dmel_CG34159	ncbi-geneid:34353
dme:Dmel_CG3416	ncbi-geneid:37894
dme:Dmel_CG34160	ncbi-geneid:5740175
dme:Dmel_CG34161	ncbi-geneid:5740441
dme:Dmel_CG34162	ncbi-geneid:5740392
dme:Dmel_CG34163	ncbi-geneid:5740407
dme:Dmel_CG34164	ncbi-geneid:5740394
dme:Dmel_CG34165	ncbi-geneid:5740685
dme:Dmel_CG34166	ncbi-geneid:5740596
dme:Dmel_CG34167	ncbi-geneid:5740831
dme:Dmel_CG34168	ncbi-geneid:50457
dme:Dmel_CG34169	ncbi-geneid:5740400
dme:Dmel_CG34170	ncbi-geneid:5740214
dme:Dmel_CG34171	ncbi-geneid:5740474
dme:Dmel_CG34172	ncbi-geneid:5740746
dme:Dmel_CG34173	ncbi-geneid:5740285
dme:Dmel_CG34174	ncbi-geneid:5740699
dme:Dmel_CG34175	ncbi-geneid:5740264
dme:Dmel_CG34176	ncbi-geneid:5740391
dme:Dmel_CG34177	ncbi-geneid:5740338
dme:Dmel_CG34178	ncbi-geneid:5740515
dme:Dmel_CG34179	ncbi-geneid:5740203
dme:Dmel_CG34180	ncbi-geneid:5740541
dme:Dmel_CG34181	ncbi-geneid:5740634
dme:Dmel_CG34182	ncbi-geneid:5740688
dme:Dmel_CG34183	ncbi-geneid:5740752
dme:Dmel_CG34184	ncbi-geneid:5740423
dme:Dmel_CG34185	ncbi-geneid:5740242
dme:Dmel_CG34186	ncbi-geneid:5740790
dme:Dmel_CG34188	ncbi-geneid:5740108
dme:Dmel_CG34189	ncbi-geneid:5740826
dme:Dmel_CG34190	ncbi-geneid:5740440
dme:Dmel_CG34191	ncbi-geneid:5740715
dme:Dmel_CG34192	ncbi-geneid:5740248
dme:Dmel_CG34193	ncbi-geneid:5740572
dme:Dmel_CG34194	ncbi-geneid:5740534
dme:Dmel_CG34195	ncbi-geneid:37018
dme:Dmel_CG34196	ncbi-geneid:5740437
dme:Dmel_CG34198	ncbi-geneid:5740481
dme:Dmel_CG34199	ncbi-geneid:5740128
dme:Dmel_CG3420	ncbi-geneid:35585
dme:Dmel_CG34200	ncbi-geneid:5740389
dme:Dmel_CG34201	ncbi-geneid:5740368
dme:Dmel_CG34202	ncbi-geneid:5740498
dme:Dmel_CG34203	ncbi-geneid:5740243
dme:Dmel_CG34204	ncbi-geneid:5740630
dme:Dmel_CG34205	ncbi-geneid:37526
dme:Dmel_CG34206	ncbi-geneid:5740129
dme:Dmel_CG34207	ncbi-geneid:5740143
dme:Dmel_CG34208	ncbi-geneid:5740805
dme:Dmel_CG3421	ncbi-geneid:42496
dme:Dmel_CG34210	ncbi-geneid:5740490
dme:Dmel_CG34211	ncbi-geneid:5740219
dme:Dmel_CG34212	ncbi-geneid:5740704
dme:Dmel_CG34213	ncbi-geneid:5740468
dme:Dmel_CG34214	ncbi-geneid:5740774
dme:Dmel_CG34215	ncbi-geneid:5740170
dme:Dmel_CG34216	ncbi-geneid:5740103
dme:Dmel_CG34217	ncbi-geneid:5740254
dme:Dmel_CG34218	ncbi-geneid:5740782
dme:Dmel_CG34219	ncbi-geneid:5740281
dme:Dmel_CG3422	ncbi-geneid:32584
dme:Dmel_CG34220	ncbi-geneid:5740467
dme:Dmel_CG34221	ncbi-geneid:5740574
dme:Dmel_CG34222	ncbi-geneid:5740154
dme:Dmel_CG34223	ncbi-geneid:5740431
dme:Dmel_CG34224	ncbi-geneid:5740585
dme:Dmel_CG34225	ncbi-geneid:5740807
dme:Dmel_CG34227	ncbi-geneid:36186
dme:Dmel_CG34228	ncbi-geneid:5740377
dme:Dmel_CG34229	ncbi-geneid:5740848
dme:Dmel_CG3423	ncbi-geneid:33974
dme:Dmel_CG34230	ncbi-geneid:5740558
dme:Dmel_CG34231	ncbi-geneid:5740811
dme:Dmel_CG34232	ncbi-geneid:5740195
dme:Dmel_CG34234	ncbi-geneid:5740861
dme:Dmel_CG34235	ncbi-geneid:5740771
dme:Dmel_CG34236	ncbi-geneid:5740183
dme:Dmel_CG34238	ncbi-geneid:5740238
dme:Dmel_CG3424	ncbi-geneid:39106
dme:Dmel_CG34241	ncbi-geneid:5740575
dme:Dmel_CG34242	ncbi-geneid:5740417
dme:Dmel_CG34244	ncbi-geneid:5740216
dme:Dmel_CG34245	ncbi-geneid:5740416
dme:Dmel_CG34246	ncbi-geneid:5740624
dme:Dmel_CG34247	ncbi-geneid:5740480
dme:Dmel_CG34248	ncbi-geneid:5740883
dme:Dmel_CG3425	ncbi-geneid:37551
dme:Dmel_CG34250	ncbi-geneid:5740115
dme:Dmel_CG34251	ncbi-geneid:5740860
dme:Dmel_CG34253	ncbi-geneid:5740501
dme:Dmel_CG34255	ncbi-geneid:5740347
dme:Dmel_CG34256	ncbi-geneid:5740297
dme:Dmel_CG34258	ncbi-geneid:5740493
dme:Dmel_CG34259	ncbi-geneid:5740507
dme:Dmel_CG34260	ncbi-geneid:5740551
dme:Dmel_CG34261	ncbi-geneid:5740205
dme:Dmel_CG34263	ncbi-geneid:5740488
dme:Dmel_CG34264	ncbi-geneid:5740226
dme:Dmel_CG34265	ncbi-geneid:5740186
dme:Dmel_CG34266	ncbi-geneid:5740465
dme:Dmel_CG34267	ncbi-geneid:5740365
dme:Dmel_CG34268	ncbi-geneid:5740141
dme:Dmel_CG34269	ncbi-geneid:5740713
dme:Dmel_CG34270	ncbi-geneid:5740751
dme:Dmel_CG34271	ncbi-geneid:5740348
dme:Dmel_CG34273	ncbi-geneid:5740836
dme:Dmel_CG34274	ncbi-geneid:5740212
dme:Dmel_CG34276	ncbi-geneid:41934
dme:Dmel_CG34277	ncbi-geneid:5740553
dme:Dmel_CG34278	ncbi-geneid:5740656
dme:Dmel_CG34279	ncbi-geneid:5740605
dme:Dmel_CG3428	ncbi-geneid:39104
dme:Dmel_CG34280	ncbi-geneid:5740878
dme:Dmel_CG34281	ncbi-geneid:50039
dme:Dmel_CG34282	ncbi-geneid:42248
dme:Dmel_CG34283	ncbi-geneid:5740817
dme:Dmel_CG34284	ncbi-geneid:5740234
dme:Dmel_CG34286	ncbi-geneid:5740178
dme:Dmel_CG34287	ncbi-geneid:5740126
dme:Dmel_CG34288	ncbi-geneid:5740644
dme:Dmel_CG34289	ncbi-geneid:5740640
dme:Dmel_CG3429	ncbi-geneid:31580
dme:Dmel_CG34290	ncbi-geneid:5740609
dme:Dmel_CG34291	ncbi-geneid:5740331
dme:Dmel_CG34292	ncbi-geneid:5740196
dme:Dmel_CG34293	ncbi-geneid:5740555
dme:Dmel_CG34295	ncbi-geneid:5740413
dme:Dmel_CG34296	ncbi-geneid:5740662
dme:Dmel_CG34297	ncbi-geneid:5740802
dme:Dmel_CG34298	ncbi-geneid:5740436
dme:Dmel_CG34299	ncbi-geneid:5740430
dme:Dmel_CG3430	ncbi-geneid:33976
dme:Dmel_CG34300	ncbi-geneid:5740334
dme:Dmel_CG34301	ncbi-geneid:5740866
dme:Dmel_CG34302	ncbi-geneid:5740537
dme:Dmel_CG34303	ncbi-geneid:5740723
dme:Dmel_CG34305	ncbi-geneid:5740825
dme:Dmel_CG34307	ncbi-geneid:5740370
dme:Dmel_CG34308	ncbi-geneid:5740483
dme:Dmel_CG34309	ncbi-geneid:5740636
dme:Dmel_CG3431	ncbi-geneid:39102
dme:Dmel_CG34310	ncbi-geneid:5740536
dme:Dmel_CG34312	ncbi-geneid:5740793
dme:Dmel_CG34313	ncbi-geneid:5740766
dme:Dmel_CG34314	ncbi-geneid:5740299
dme:Dmel_CG34315	ncbi-geneid:5740282
dme:Dmel_CG34316	ncbi-geneid:5740757
dme:Dmel_CG34317	ncbi-geneid:5740224
dme:Dmel_CG34321	ncbi-geneid:5740497
dme:Dmel_CG34322	ncbi-geneid:5740676
dme:Dmel_CG34323	ncbi-geneid:5740207
dme:Dmel_CG34324	ncbi-geneid:32302
dme:Dmel_CG34325	ncbi-geneid:32656
dme:Dmel_CG34327	ncbi-geneid:5740714
dme:Dmel_CG34328	ncbi-geneid:5740378
dme:Dmel_CG34329	ncbi-geneid:50358
dme:Dmel_CG3433	ncbi-geneid:44701
dme:Dmel_CG34330	ncbi-geneid:2768869
dme:Dmel_CG34331	ncbi-geneid:33011
dme:Dmel_CG34332	ncbi-geneid:2768895
dme:Dmel_CG34333	ncbi-geneid:5740271
dme:Dmel_CG34334	ncbi-geneid:5740122
dme:Dmel_CG34337	ncbi-geneid:5740569
dme:Dmel_CG34338	ncbi-geneid:5740687
dme:Dmel_CG3434	ncbi-geneid:39098
dme:Dmel_CG34340	ncbi-geneid:5740176
dme:Dmel_CG34341	ncbi-geneid:35107
dme:Dmel_CG34342	ncbi-geneid:5740152
dme:Dmel_CG34345	ncbi-geneid:5740402
dme:Dmel_CG34347	ncbi-geneid:5740668
dme:Dmel_CG34348	ncbi-geneid:32072
dme:Dmel_CG34349	ncbi-geneid:43002
dme:Dmel_CG34350	ncbi-geneid:35904
dme:Dmel_CG34351	ncbi-geneid:5740672
dme:Dmel_CG34353	ncbi-geneid:5740590
dme:Dmel_CG34354	ncbi-geneid:5740528
dme:Dmel_CG34355	ncbi-geneid:42820
dme:Dmel_CG34356	ncbi-geneid:5740442
dme:Dmel_CG34357	ncbi-geneid:5740349
dme:Dmel_CG34358	ncbi-geneid:33062
dme:Dmel_CG3436	ncbi-geneid:33180
dme:Dmel_CG34360	ncbi-geneid:41217
dme:Dmel_CG34361	ncbi-geneid:35738
dme:Dmel_CG34362	ncbi-geneid:43362
dme:Dmel_CG34366	ncbi-geneid:5740840
dme:Dmel_CG34367	ncbi-geneid:5740879
dme:Dmel_CG34368	ncbi-geneid:5740472
dme:Dmel_CG34369	ncbi-geneid:37498
dme:Dmel_CG3437	ncbi-geneid:39096
dme:Dmel_CG34370	ncbi-geneid:5740565
dme:Dmel_CG34371	ncbi-geneid:37679
dme:Dmel_CG34375	ncbi-geneid:42715
dme:Dmel_CG34376	ncbi-geneid:42638
dme:Dmel_CG34377	ncbi-geneid:42608
dme:Dmel_CG34378	ncbi-geneid:33995
dme:Dmel_CG34379	ncbi-geneid:36592
dme:Dmel_CG34380	ncbi-geneid:5740323
dme:Dmel_CG34381	ncbi-geneid:33812
dme:Dmel_CG34382	ncbi-geneid:5740788
dme:Dmel_CG34383	ncbi-geneid:5740131
dme:Dmel_CG34384	ncbi-geneid:5740362
dme:Dmel_CG34385	ncbi-geneid:50320
dme:Dmel_CG34386	ncbi-geneid:5740303
dme:Dmel_CG34387	ncbi-geneid:5740544
dme:Dmel_CG34388	ncbi-geneid:5740700
dme:Dmel_CG34389	ncbi-geneid:41749
dme:Dmel_CG34390	ncbi-geneid:37132
dme:Dmel_CG34391	ncbi-geneid:5740816
dme:Dmel_CG34392	ncbi-geneid:35588
dme:Dmel_CG34393	ncbi-geneid:33534
dme:Dmel_CG34394	ncbi-geneid:33552
dme:Dmel_CG34395	ncbi-geneid:34669
dme:Dmel_CG34396	ncbi-geneid:37398
dme:Dmel_CG34397	ncbi-geneid:5740446
dme:Dmel_CG34398	ncbi-geneid:5740462
dme:Dmel_CG34399	ncbi-geneid:5740310
dme:Dmel_CG3440	ncbi-geneid:33985
dme:Dmel_CG34401	ncbi-geneid:50356
dme:Dmel_CG34402	ncbi-geneid:41513
dme:Dmel_CG34403	ncbi-geneid:43769
dme:Dmel_CG34404	ncbi-geneid:41873
dme:Dmel_CG34405	ncbi-geneid:37981
dme:Dmel_CG34407	ncbi-geneid:5740252
dme:Dmel_CG34408	ncbi-geneid:31953
dme:Dmel_CG34409	ncbi-geneid:5740854
dme:Dmel_CG3441	ncbi-geneid:38003
dme:Dmel_CG34410	ncbi-geneid:40359
dme:Dmel_CG34411	ncbi-geneid:5740505
dme:Dmel_CG34412	ncbi-geneid:318206
dme:Dmel_CG34413	ncbi-geneid:37979
dme:Dmel_CG34414	ncbi-geneid:31987
dme:Dmel_CG34415	ncbi-geneid:2768848
dme:Dmel_CG34417	ncbi-geneid:31591
dme:Dmel_CG34418	ncbi-geneid:43892
dme:Dmel_CG34421	ncbi-geneid:5740414
dme:Dmel_CG34422	ncbi-geneid:32877
dme:Dmel_CG34423	ncbi-geneid:5740313
dme:Dmel_CG34424	ncbi-geneid:37699
dme:Dmel_CG34425	ncbi-geneid:5740837
dme:Dmel_CG34426	ncbi-geneid:5740622
dme:Dmel_CG34427	ncbi-geneid:5740165
dme:Dmel_CG34428	ncbi-geneid:5740867
dme:Dmel_CG34429	ncbi-geneid:5740606
dme:Dmel_CG3443	ncbi-geneid:31204
dme:Dmel_CG34430	ncbi-geneid:5740489
dme:Dmel_CG34431	ncbi-geneid:5740655
dme:Dmel_CG34432	ncbi-geneid:5740681
dme:Dmel_CG34433	ncbi-geneid:5740702
dme:Dmel_CG34434	ncbi-geneid:31472
dme:Dmel_CG34435	ncbi-geneid:31471
dme:Dmel_CG34436	ncbi-geneid:5740743
dme:Dmel_CG34437	ncbi-geneid:5740179
dme:Dmel_CG34438	ncbi-geneid:36440
dme:Dmel_CG34439	ncbi-geneid:5740593
dme:Dmel_CG34440	ncbi-geneid:5740853
dme:Dmel_CG34441	ncbi-geneid:44128
dme:Dmel_CG34442	ncbi-geneid:5740603
dme:Dmel_CG34443	ncbi-geneid:5740580
dme:Dmel_CG34444	ncbi-geneid:5740745
dme:Dmel_CG34445	ncbi-geneid:5740761
dme:Dmel_CG34446	ncbi-geneid:5740549
dme:Dmel_CG34447	ncbi-geneid:5740813
dme:Dmel_CG34448	ncbi-geneid:5740554
dme:Dmel_CG34449	ncbi-geneid:31887
dme:Dmel_CG3445	ncbi-geneid:39095
dme:Dmel_CG34450	ncbi-geneid:5740775
dme:Dmel_CG34451	ncbi-geneid:5740612
dme:Dmel_CG34452	ncbi-geneid:5740876
dme:Dmel_CG34453	ncbi-geneid:5740693
dme:Dmel_CG34454	ncbi-geneid:5740130
dme:Dmel_CG34455	ncbi-geneid:39066
dme:Dmel_CG34456	ncbi-geneid:5740168
dme:Dmel_CG34457	ncbi-geneid:5740661
dme:Dmel_CG34458	ncbi-geneid:5740868
dme:Dmel_CG34459	ncbi-geneid:5740101
dme:Dmel_CG3446	ncbi-geneid:31578
dme:Dmel_CG34460	ncbi-geneid:5740316
dme:Dmel_CG34461	ncbi-geneid:5740547
dme:Dmel_CG34462	ncbi-geneid:5740319
dme:Dmel_CG3448	ncbi-geneid:39094
dme:Dmel_CG3450	ncbi-geneid:35592
dme:Dmel_CG3454	ncbi-geneid:36076
dme:Dmel_CG3455	ncbi-geneid:31567
dme:Dmel_CG3456	ncbi-geneid:31198
dme:Dmel_CG3457	ncbi-geneid:31196
dme:Dmel_CG3458	ncbi-geneid:31565
dme:Dmel_CG3460	ncbi-geneid:31195
dme:Dmel_CG3461	ncbi-geneid:31194
dme:Dmel_CG3466	ncbi-geneid:31192
dme:Dmel_CG3469	ncbi-geneid:33704
dme:Dmel_CG3473	ncbi-geneid:34849
dme:Dmel_CG3474	ncbi-geneid:34846
dme:Dmel_CG3476	ncbi-geneid:33987
dme:Dmel_CG3477	ncbi-geneid:2768671
dme:Dmel_CG3478	ncbi-geneid:34843
dme:Dmel_CG3479	ncbi-geneid:34850
dme:Dmel_CG3480	ncbi-geneid:31153
dme:Dmel_CG3481	ncbi-geneid:3771877
dme:Dmel_CG3483	ncbi-geneid:37900
dme:Dmel_CG3484	ncbi-geneid:3772432
dme:Dmel_CG3488	ncbi-geneid:33532
dme:Dmel_CG3491	ncbi-geneid:34870
dme:Dmel_CG3492	ncbi-geneid:37902
dme:Dmel_CG3493	ncbi-geneid:37702
dme:Dmel_CG3494	ncbi-geneid:37903
dme:Dmel_CG3495	ncbi-geneid:37638
dme:Dmel_CG3496	ncbi-geneid:47869
dme:Dmel_CG3497	ncbi-geneid:34881
dme:Dmel_CG3499	ncbi-geneid:37636
dme:Dmel_CG3500	ncbi-geneid:37697
dme:Dmel_CG3501	ncbi-geneid:37635
dme:Dmel_CG3502	ncbi-geneid:37695
dme:Dmel_CG3504	ncbi-geneid:37629
dme:Dmel_CG3505	ncbi-geneid:41777
dme:Dmel_CG3508	ncbi-geneid:41778
dme:Dmel_CG3509	ncbi-geneid:41780
dme:Dmel_CG3510	ncbi-geneid:37618
dme:Dmel_CG3511	ncbi-geneid:37926
dme:Dmel_CG3513	ncbi-geneid:33590
dme:Dmel_CG3515	ncbi-geneid:33437
dme:Dmel_CG3517	ncbi-geneid:42324
dme:Dmel_CG3520	ncbi-geneid:37708
dme:Dmel_CG3522	ncbi-geneid:37927
dme:Dmel_CG3523	ncbi-geneid:33524
dme:Dmel_CG3524	ncbi-geneid:117361
dme:Dmel_CG3525	ncbi-geneid:32585
dme:Dmel_CG3526	ncbi-geneid:31277
dme:Dmel_CG3527	ncbi-geneid:31387
dme:Dmel_CG3528	ncbi-geneid:33436
dme:Dmel_CG3529	ncbi-geneid:39093
dme:Dmel_CG3530	ncbi-geneid:37707
dme:Dmel_CG3532	ncbi-geneid:41459
dme:Dmel_CG3533	ncbi-geneid:38002
dme:Dmel_CG3534	ncbi-geneid:42047
dme:Dmel_CG3539	ncbi-geneid:33434
dme:Dmel_CG3540	ncbi-geneid:45706
dme:Dmel_CG3541	ncbi-geneid:37929
dme:Dmel_CG3542	ncbi-geneid:33513
dme:Dmel_CG3544	ncbi-geneid:33252
dme:Dmel_CG3546	ncbi-geneid:31389
dme:Dmel_CG3548	ncbi-geneid:37932
dme:Dmel_CG3552	ncbi-geneid:39097
dme:Dmel_CG3556	ncbi-geneid:31380
dme:Dmel_CG3557	ncbi-geneid:33426
dme:Dmel_CG3558	ncbi-geneid:48421
dme:Dmel_CG3560	ncbi-geneid:32586
dme:Dmel_CG3561	ncbi-geneid:33254
dme:Dmel_CG3564	ncbi-geneid:31382
dme:Dmel_CG3565	ncbi-geneid:37933
dme:Dmel_CG3566	ncbi-geneid:31562
dme:Dmel_CG3567	ncbi-geneid:35608
dme:Dmel_CG3568	ncbi-geneid:31383
dme:Dmel_CG3569	ncbi-geneid:37715
dme:Dmel_CG3570	ncbi-geneid:37934
dme:Dmel_CG3571	ncbi-geneid:41458
dme:Dmel_CG3572	ncbi-geneid:35609
dme:Dmel_CG3573	ncbi-geneid:31157
dme:Dmel_CG3576	ncbi-geneid:50392
dme:Dmel_CG3578	ncbi-geneid:31379
dme:Dmel_CG3581	ncbi-geneid:42315
dme:Dmel_CG3582	ncbi-geneid:33201
dme:Dmel_CG3584	ncbi-geneid:37559
dme:Dmel_CG3585	ncbi-geneid:31557
dme:Dmel_CG3587	ncbi-geneid:31160
dme:Dmel_CG3588	ncbi-geneid:31278
dme:Dmel_CG3589	ncbi-geneid:37966
dme:Dmel_CG3590	ncbi-geneid:42051
dme:Dmel_CG3592	ncbi-geneid:31282
dme:Dmel_CG3593	ncbi-geneid:42493
dme:Dmel_CG3594	ncbi-geneid:37964
dme:Dmel_CG3595	ncbi-geneid:31554
dme:Dmel_CG3597	ncbi-geneid:33420
dme:Dmel_CG3598	ncbi-geneid:31283
dme:Dmel_CG3599	ncbi-geneid:31552
dme:Dmel_CG3603	ncbi-geneid:31289
dme:Dmel_CG3604	ncbi-geneid:33593
dme:Dmel_CG3605	ncbi-geneid:33514
dme:Dmel_CG3606	ncbi-geneid:32587
dme:Dmel_CG3608	ncbi-geneid:37938
dme:Dmel_CG3609	ncbi-geneid:33421
dme:Dmel_CG3610	ncbi-geneid:41795
dme:Dmel_CG3611	ncbi-geneid:37972
dme:Dmel_CG3612	ncbi-geneid:37617
dme:Dmel_CG3613	ncbi-geneid:37561
dme:Dmel_CG3615	ncbi-geneid:36821
dme:Dmel_CG3616	ncbi-geneid:37941
dme:Dmel_CG3618	ncbi-geneid:40303
dme:Dmel_CG3619	ncbi-geneid:42313
dme:Dmel_CG3620	ncbi-geneid:31376
dme:Dmel_CG3621	ncbi-geneid:31190
