dme:Dmel_CG10000	up:Q8MYY6
dme:Dmel_CG32149	up:B7Z058
dme:Dmel_CG3215	up:Q9W1U3
dme:Dmel_CG32150	up:Q9VUU9
dme:Dmel_CG32152	up:Q8IQN1
dme:Dmel_CG32154	up:Q9VV00
dme:Dmel_CG32155	up:Q8IQM9
dme:Dmel_CG32156	up:A8JNT6
dme:Dmel_CG32159	up:Q9VV62
dme:Dmel_CG3216	up:Q9W2P1
dme:Dmel_CG32161	up:Q8IQP0
dme:Dmel_CG32163	up:X2J948
dme:Dmel_CG32164	up:M9PFR8
dme:Dmel_CG32165	up:M9PFW8
dme:Dmel_CG32169	up:Q9VVE5
dme:Dmel_CG3217	up:Q9W0N3
dme:Dmel_CG32170	up:Q8I0S2
dme:Dmel_CG32174	up:Q9VVG6
dme:Dmel_CG32174	up:M9NDU8
dme:Dmel_CG32176	up:Q9VVG9
dme:Dmel_CG32177	up:Q9VVJ5
dme:Dmel_CG32178	up:Q0E8D8
dme:Dmel_CG32179	up:Q9VVJ6
dme:Dmel_CG3218	up:P13468
dme:Dmel_CG32180	up:P11536
dme:Dmel_CG32180	up:H1UUR5
dme:Dmel_CG32181	up:Q8MSM7
dme:Dmel_CG32182	up:Q8IQR2
dme:Dmel_CG32183	up:Q9VVK3
dme:Dmel_CG32185	up:Q8IQR7
dme:Dmel_CG32187	up:Q9VVK9
dme:Dmel_CG32188	up:Q8SXZ5
dme:Dmel_CG32189	up:Q8SXZ5
dme:Dmel_CG3219	up:Q9W1U4
dme:Dmel_CG3219	up:Q45EX0
dme:Dmel_CG32190	up:Q9VVK7
dme:Dmel_CG32191	up:Q8IQS4
dme:Dmel_CG32192	up:Q8IQR9
dme:Dmel_CG32195	up:Q8IQS5
dme:Dmel_CG32196	up:M9PCW9
dme:Dmel_CG32197	up:Q9V449
dme:Dmel_CG32198	up:Q8IQS8
dme:Dmel_CG32199	up:Q9VVQ9
dme:Dmel_CG32201	up:Q8IQS7
dme:Dmel_CG32202	up:Q4V604
dme:Dmel_CG32203	up:Q3HKQ3
dme:Dmel_CG32204	up:Q8IQT9
dme:Dmel_CG32206	up:Q9VVY7
dme:Dmel_CG32208	up:Q8IQU7
dme:Dmel_CG32209	up:Q9VW34
dme:Dmel_CG3221	up:Q9W2P0
dme:Dmel_CG32210	up:Q9VW09
dme:Dmel_CG32211	up:P49847
dme:Dmel_CG32212	up:Q8IQU5
dme:Dmel_CG32213	up:Q8IQU6
dme:Dmel_CG32214	up:Q8IQU8
dme:Dmel_CG32217	up:Q9VW51
dme:Dmel_CG32219	up:Q8MSL7
dme:Dmel_CG3222	up:Q9VT14
dme:Dmel_CG32220	up:Q8IQV0
dme:Dmel_CG32221	up:Q8IQV2
dme:Dmel_CG32225	up:Q8IQV4
dme:Dmel_CG32226	up:Q9VWB0
dme:Dmel_CG32227	up:Q9VWA7
dme:Dmel_CG32228	up:Q9VWA5
dme:Dmel_CG3223	up:Q9VHX2
dme:Dmel_CG32230	up:Q8SYJ2
dme:Dmel_CG32232	up:Q8IRA1
dme:Dmel_CG32235	up:Q9VZ78
dme:Dmel_CG32236	up:Q95U06
dme:Dmel_CG32237	up:Q9VZ79
dme:Dmel_CG32238	up:Q9VZ97
dme:Dmel_CG32239	up:Q9VZ85
dme:Dmel_CG3224	up:Q9W3Y0
dme:Dmel_CG32240	up:Q8I0L0
dme:Dmel_CG32241	up:Q8IRB3
dme:Dmel_CG32243	up:Q8MZ22
dme:Dmel_CG32246	up:Q8IRA7
dme:Dmel_CG32248	up:Q8IRB1
dme:Dmel_CG32249	up:Q8IRB2
dme:Dmel_CG3225	up:Q9VR29
dme:Dmel_CG32250	up:Q9VZD9
dme:Dmel_CG32251	up:Q8IRB5
dme:Dmel_CG32255	up:P83297
dme:Dmel_CG32256	up:P83295
dme:Dmel_CG32256	up:H0RNL7
dme:Dmel_CG32257	up:P83294
dme:Dmel_CG32258	up:P83296
dme:Dmel_CG32259	up:Q4QQ81
dme:Dmel_CG3226	up:Q9W3Y3
dme:Dmel_CG32260	up:M9PE97
dme:Dmel_CG32261	up:P83293
dme:Dmel_CG32262	up:Q9VZM6
dme:Dmel_CG32263	up:Q8IRC8
dme:Dmel_CG32264	up:Q7YU16
dme:Dmel_CG32266	up:Q8MSE9
dme:Dmel_CG32267	up:Q8IRD0
dme:Dmel_CG32268	up:Q9VZQ4
dme:Dmel_CG32269	up:Q8SYS8
dme:Dmel_CG3227	up:Q8SYK5
dme:Dmel_CG32270	up:Q8IRE0
dme:Dmel_CG32271	up:Q8IRE2
dme:Dmel_CG32274	up:Q9VZQ5
dme:Dmel_CG32276	up:Q8SYY6
dme:Dmel_CG32277	up:Q8IRE1
dme:Dmel_CG32278	up:Q9VZU0
dme:Dmel_CG32279	up:Q7YXH9
dme:Dmel_CG3228	up:O46072
dme:Dmel_CG3228	up:X2JCE0
dme:Dmel_CG32280	up:Q8IRE5
dme:Dmel_CG32281	up:Q8IRE4
dme:Dmel_CG32282	up:Q8IRD6
dme:Dmel_CG32283	up:Q8IRD7
dme:Dmel_CG32284	up:Q8MS92
dme:Dmel_CG32295	up:Q8MRL6
dme:Dmel_CG32296	up:Q9VZY2
dme:Dmel_CG32298	up:Q8IRF1
dme:Dmel_CG32299	up:Q8IRF2
dme:Dmel_CG32300	up:Q7KVA1
dme:Dmel_CG32301	up:E1JIB3
dme:Dmel_CG32302	up:Q9W030
dme:Dmel_CG32304	up:Q8IRF4
dme:Dmel_CG32305	up:Q8IRF5
dme:Dmel_CG3231	up:D5SHU1
dme:Dmel_CG32313	up:M9PBI0
dme:Dmel_CG32315	up:Q8T626
dme:Dmel_CG32318	up:Q7KVC2
dme:Dmel_CG32319	up:Q8IRH2
dme:Dmel_CG32320	up:Q8IRH3
dme:Dmel_CG32333	up:Q8MRM7
dme:Dmel_CG32335	up:Q8SXQ8
dme:Dmel_CG3234	up:P49021
dme:Dmel_CG32343	up:Q9W0R7
dme:Dmel_CG32344	up:Q8SY39
dme:Dmel_CG32346	up:Q9W0T1
dme:Dmel_CG32346	up:E1JHV6
dme:Dmel_CG32350	up:Q8SX81
dme:Dmel_CG32351	up:Q9VSM7
dme:Dmel_CG32354	up:Q9VSK1
dme:Dmel_CG32356	up:Q7KUB3
dme:Dmel_CG32364	up:Q8IQA2
dme:Dmel_CG32365	up:Q9VSB3
dme:Dmel_CG32368	up:Q8IQ94
dme:Dmel_CG32369	up:Q9VSB2
dme:Dmel_CG32371	up:Q8IQA0
dme:Dmel_CG32372	up:Q9VS84
dme:Dmel_CG32373	up:Q8SYF5
dme:Dmel_CG32374	up:Q9VS87
dme:Dmel_CG32376	up:Q8IQ89
dme:Dmel_CG32379	up:Q9VS65
dme:Dmel_CG3238	up:Q9VQR3
dme:Dmel_CG32380	up:Q9VS60
dme:Dmel_CG32381	up:Q9VS41
dme:Dmel_CG32382	up:Q9VS71
dme:Dmel_CG32383	up:Q8IQ79
dme:Dmel_CG32388	up:Q8T0J9
dme:Dmel_CG3239	up:Q9W4B8
dme:Dmel_CG32391	up:E1JI53
dme:Dmel_CG32392	up:Q9VRY7
dme:Dmel_CG32395	up:Q8IQ72
dme:Dmel_CG32396	up:Q9VRX3
dme:Dmel_CG32397	up:M9NE38
dme:Dmel_CG3240	up:Q9VQD4
dme:Dmel_CG32400	up:C0HL62
dme:Dmel_CG32400	up:C0HL63
dme:Dmel_CG32400	up:C9QP88
dme:Dmel_CG32401	up:P82982
dme:Dmel_CG32401	up:E5AJF4
dme:Dmel_CG32402	up:P82983
dme:Dmel_CG32402	up:E5AJG9
dme:Dmel_CG32403	up:P82984
dme:Dmel_CG32403	up:E5AJI4
dme:Dmel_CG32404	up:D0IQA9
dme:Dmel_CG32405	up:Q8I0P8
dme:Dmel_CG32406	up:Q9VRS2
dme:Dmel_CG32407	up:Q9VRR3
dme:Dmel_CG32409	up:Q8I937
dme:Dmel_CG3241	up:P50534
dme:Dmel_CG3241	up:A4V038
dme:Dmel_CG32412	up:Q9VRQ9
dme:Dmel_CG32413	up:Q8I936
dme:Dmel_CG32417	up:Q9NI63
dme:Dmel_CG32418	up:Q8SWS7
dme:Dmel_CG3242	up:Q9VQS7
dme:Dmel_CG32423	up:Q8MSV2
dme:Dmel_CG32425	up:Q7YU90
dme:Dmel_CG32428	up:Q9VPE6
dme:Dmel_CG32432	up:M9PG87
dme:Dmel_CG32433	up:Q8IPU5
dme:Dmel_CG32434	up:Q6U9V3
dme:Dmel_CG32435	up:Q9NBD7
dme:Dmel_CG32436	up:Q9VP43
dme:Dmel_CG32437	up:Q9VP41
dme:Dmel_CG32438	up:M9PGC9
dme:Dmel_CG3244	up:Q8SZK9
dme:Dmel_CG32440	up:Q8IPT5
dme:Dmel_CG32441	up:Q8IPT1
dme:Dmel_CG32442	up:B7Z097
dme:Dmel_CG32443	up:P26017
dme:Dmel_CG32443	up:Q541F9
dme:Dmel_CG32444	up:Q9VP02
dme:Dmel_CG32445	up:Q8MR63
dme:Dmel_CG32446	up:M9PD88
dme:Dmel_CG32447	up:M9PIJ4
dme:Dmel_CG32448	up:Q8IPS9
dme:Dmel_CG3245	up:Q7KVM5
dme:Dmel_CG32450	up:Q8MRL1
dme:Dmel_CG32451	up:A8JNX2
dme:Dmel_CG32452	up:Q960E9
dme:Dmel_CG32453	up:Q9VNS7
dme:Dmel_CG32454	up:Q8IPS7
dme:Dmel_CG32457	up:E1JI30
dme:Dmel_CG32459	up:Q9VNQ6
dme:Dmel_CG3246	up:Q9VQR0
dme:Dmel_CG32461	up:Q8IPS1
dme:Dmel_CG32462	up:Q8IPS5
dme:Dmel_CG32463	up:Q8IPZ0
dme:Dmel_CG32464	up:Q9VNA1
dme:Dmel_CG32473	up:Q8INH5
dme:Dmel_CG32474	up:A8JRD4
dme:Dmel_CG32475	up:Q9W0V7
dme:Dmel_CG32475	up:M9PBG4
dme:Dmel_CG32476	up:Q8SYV9
dme:Dmel_CG32479	up:M9PDK3
dme:Dmel_CG3248	up:Q961G1
dme:Dmel_CG32483	up:Q8IRI8
dme:Dmel_CG32484	up:Q9VZW0
dme:Dmel_CG32485	up:Q8I941
dme:Dmel_CG32486	up:Q9VZV5
dme:Dmel_CG32487	up:Q9VZW4
dme:Dmel_CG32488	up:Q8SXC9
dme:Dmel_CG3249	up:Q9W4C4
dme:Dmel_CG32490	up:Q8IPM8
dme:Dmel_CG32490	up:E1JJ35
dme:Dmel_CG32491	up:Q86B87
dme:Dmel_CG32495	up:Q1RL06
dme:Dmel_CG32498	up:Q8IRU4
dme:Dmel_CG32499	up:Q9VR69
dme:Dmel_CG3250	up:Q23971
dme:Dmel_CG32500	up:Q8SY96
dme:Dmel_CG32505	up:O76932
dme:Dmel_CG32505	up:X2JG90
dme:Dmel_CG32506	up:Q8IQ30
dme:Dmel_CG32507	up:R9PY48
dme:Dmel_CG3251	up:Q9VR20
dme:Dmel_CG32512	up:F0JAF4
dme:Dmel_CG32513	up:G7H830
dme:Dmel_CG3252	up:Q9W4C5
dme:Dmel_CG3252	up:C7LA87
dme:Dmel_CG32521	up:Q9VRF7
dme:Dmel_CG32523	up:Q8IQ51
dme:Dmel_CG32528	up:Q9VWD0
dme:Dmel_CG32529	up:Q2MGL2
dme:Dmel_CG3253	up:Q9W1A7
dme:Dmel_CG32531	up:Q9VWI3
dme:Dmel_CG32532	up:X2JL88
dme:Dmel_CG32533	up:Q9VWI5
dme:Dmel_CG32536	up:Q9VWJ3
dme:Dmel_CG32537	up:Q8IQX0
dme:Dmel_CG32538	up:E1JJR2
dme:Dmel_CG3254	up:Q6WV19
dme:Dmel_CG32540	up:Q7M3J6
dme:Dmel_CG32544	up:Q8IQX3
dme:Dmel_CG32547	up:Q59E37
dme:Dmel_CG32548	up:Q9VWU8
dme:Dmel_CG32549	up:Q9VWV2
dme:Dmel_CG32551	up:Q8IQY1
dme:Dmel_CG32554	up:Q8IQZ4
dme:Dmel_CG32555	up:Q9VX32
dme:Dmel_CG32555	up:A0A0C5KMR0
dme:Dmel_CG32556	up:Q9VX26
dme:Dmel_CG32557	up:Q9VX11
dme:Dmel_CG32563	up:X2JE68
dme:Dmel_CG32564	up:Q8IR01
dme:Dmel_CG32568	up:Q9VXB7
dme:Dmel_CG32569	up:Q8IR09
dme:Dmel_CG3257	up:Q9W1A6
dme:Dmel_CG32570	up:Q8IR10
dme:Dmel_CG32571	up:Q8IR11
dme:Dmel_CG32572	up:Q9VXB8
dme:Dmel_CG32573	up:Q9VXD7
dme:Dmel_CG32574	up:Q8IR08
dme:Dmel_CG32575	up:Q9VXG1
dme:Dmel_CG32576	up:Q59E43
dme:Dmel_CG32577	up:Q9VXJ5
dme:Dmel_CG32578	up:Q8IR17
dme:Dmel_CG32579	up:M9PHA4
dme:Dmel_CG3258	up:P09775
dme:Dmel_CG32580	up:Q8IR22
dme:Dmel_CG32581	up:Q8IR26
dme:Dmel_CG32588	up:Q8T8R7
dme:Dmel_CG3259	up:Q9VFL0
dme:Dmel_CG32590	up:Q8IR45
dme:Dmel_CG32591	up:Q8IR43
dme:Dmel_CG32592	up:Q9NB71
dme:Dmel_CG32592	up:X2JF19
dme:Dmel_CG32593	up:O61492
dme:Dmel_CG32593	up:F2FB46
dme:Dmel_CG32594	up:Q9VXZ3
dme:Dmel_CG32595	up:Q8IR47
dme:Dmel_CG32597	up:A8JUW4
dme:Dmel_CG32598	up:Q8IR50
dme:Dmel_CG32599	up:Q8IR56
dme:Dmel_CG3260	up:Q9W1A3
dme:Dmel_CG32600	up:Q9VY33
dme:Dmel_CG32601	up:B6VQA0
dme:Dmel_CG32603	up:Q8IR57
dme:Dmel_CG32604	up:Q9VY54
dme:Dmel_CG32616	up:Q9NIV2
dme:Dmel_CG3262	up:Q9V9M8
dme:Dmel_CG32625	up:Q8IR64
dme:Dmel_CG32626	up:M9MS55
dme:Dmel_CG32631	up:Q9VYB9
dme:Dmel_CG32632	up:Q9VYB7
dme:Dmel_CG32632	up:M9PEH9
dme:Dmel_CG32633	up:Q960J9
dme:Dmel_CG32638	up:Q8IR72
dme:Dmel_CG32639	up:Q8IR70
dme:Dmel_CG3264	up:Q9W273
dme:Dmel_CG32640	up:Q8I079
dme:Dmel_CG32641	up:Q8I079
dme:Dmel_CG32642	up:Q8IR75
dme:Dmel_CG32643	up:Q8IR73
dme:Dmel_CG32644	up:Q8IR74
dme:Dmel_CG32645	up:Q9VYG5
dme:Dmel_CG32647	up:Q9VYJ3
dme:Dmel_CG32649	up:Q9VYI6
dme:Dmel_CG3265	up:Q7JZD3
dme:Dmel_CG32650	up:Q9VYI7
dme:Dmel_CG32651	up:Q8IR82
dme:Dmel_CG32654	up:A8JUU1
dme:Dmel_CG32655	up:Q8IR83
dme:Dmel_CG32656	up:X2JBD0
dme:Dmel_CG32664	up:P58950
dme:Dmel_CG32666	up:Q0KHT7
dme:Dmel_CG32667	up:Q8IR95
dme:Dmel_CG32668	up:Q8IR94
dme:Dmel_CG32669	up:P83740
dme:Dmel_CG3267	up:Q9V9A7
dme:Dmel_CG3267	up:H0RNI1
dme:Dmel_CG32670	up:Q8IR98
dme:Dmel_CG32671	up:Q9VZ47
dme:Dmel_CG32672	up:X2JJA8
dme:Dmel_CG32673	up:Q8IRK8
dme:Dmel_CG32675	up:Q9W2S1
dme:Dmel_CG32676	up:Q8SXD4
dme:Dmel_CG32677	up:M9PGU7
dme:Dmel_CG32678	up:Q8IRK9
dme:Dmel_CG32679	up:Q8IRL3
dme:Dmel_CG3268	up:Q9V9A8
dme:Dmel_CG32681	up:Q8IRL0
dme:Dmel_CG32683	up:Q9W2V2
dme:Dmel_CG32685	up:M9NF08
dme:Dmel_CG32686	up:Q8IRL2
dme:Dmel_CG32687	up:Q9W2U2
dme:Dmel_CG3269	up:O18333
dme:Dmel_CG32693	up:Q8IRL8
dme:Dmel_CG32694	up:M9NF03
dme:Dmel_CG32695	up:Q9W312
dme:Dmel_CG32697	up:Q59E68
dme:Dmel_CG32698	up:Q9W316
dme:Dmel_CG32699	up:Q0KHU5
dme:Dmel_CG3270	up:A1Z6N5
dme:Dmel_CG32700	up:Q9W337
dme:Dmel_CG32701	up:Q9W335
dme:Dmel_CG32702	up:Q9W332
dme:Dmel_CG32703	up:Q9W354
dme:Dmel_CG32704	up:Q9W365
dme:Dmel_CG32706	up:Q8IRM9
dme:Dmel_CG32707	up:E1JJG4
dme:Dmel_CG32708	up:Q9W394
dme:Dmel_CG3271	up:Q7K0P4
dme:Dmel_CG32711	up:Q8SXG2
dme:Dmel_CG32712	up:Q8IRN4
dme:Dmel_CG32713	up:Q8IRN3
dme:Dmel_CG32717	up:E2QD98
dme:Dmel_CG32718	up:M9PHC0
dme:Dmel_CG32719	up:Q8IRP4
dme:Dmel_CG32720	up:Q8IRP3
dme:Dmel_CG32721	up:Q9Y113
dme:Dmel_CG32726	up:Q8IRP5
dme:Dmel_CG32727	up:Q8IRP6
dme:Dmel_CG3273	up:Q6NQZ5
dme:Dmel_CG32732	up:Q9W3U1
dme:Dmel_CG32736	up:Q9W3T5
dme:Dmel_CG32736	up:A0A1B2AJH5
dme:Dmel_CG3274	up:A1Z6M0
dme:Dmel_CG32742	up:X2JCT3
dme:Dmel_CG32743	up:Q70PP2
dme:Dmel_CG32743	up:X2JDZ8
dme:Dmel_CG32744	up:Q9W418
dme:Dmel_CG32750	up:P83548
dme:Dmel_CG32751	up:Q8IRR1
dme:Dmel_CG32754	up:Q9NFP1
dme:Dmel_CG32755	up:Q8IRR3
dme:Dmel_CG32756	up:Q95RH3
dme:Dmel_CG32758	up:F3YD98
dme:Dmel_CG32762	up:Q8IRR6
dme:Dmel_CG32763	up:Q7KVW2
dme:Dmel_CG32767	up:Q9W4E8
dme:Dmel_CG3277	up:Q8IQ00
dme:Dmel_CG32772	up:X2JIB5
dme:Dmel_CG32774	up:Q9W4M2
dme:Dmel_CG32775	up:O97422
dme:Dmel_CG32775	up:B5RJ22
dme:Dmel_CG3278	up:Q9V9M6
dme:Dmel_CG32783	up:Q8IRS9
dme:Dmel_CG32786	up:Q8IRT0
dme:Dmel_CG32788	up:Q8IRT6
dme:Dmel_CG32789	up:C4NYP8
dme:Dmel_CG32789	up:Q86DS1
dme:Dmel_CG32789	up:E2QD63
dme:Dmel_CG3279	up:Q9W0N6
dme:Dmel_CG32791	up:M9PGE1
dme:Dmel_CG32792	up:Q0KHW3
dme:Dmel_CG32793	up:Q9W4V0
dme:Dmel_CG32795	up:Q9U1M2
dme:Dmel_CG32795	up:A4V3W8
dme:Dmel_CG32796	up:A8JUV7
dme:Dmel_CG32797	up:Q8IRW0
dme:Dmel_CG32801	up:Q9W545
dme:Dmel_CG32803	up:M9PIQ9
dme:Dmel_CG32806	up:Q8IRX1
dme:Dmel_CG32808	up:Q8IRX5
dme:Dmel_CG32809	up:Q7KW14
dme:Dmel_CG3281	up:Q9VGG0
dme:Dmel_CG32810	up:Q9W579
dme:Dmel_CG32811	up:R9PY44
dme:Dmel_CG32812	up:O77424
dme:Dmel_CG32813	up:Q9W5A0
dme:Dmel_CG32814	up:E4NKK8
dme:Dmel_CG32815	up:Q8IRY5
dme:Dmel_CG32816	up:B7Z110
dme:Dmel_CG32817	up:Q8IRY8
dme:Dmel_CG32819	up:Q8I0K9
dme:Dmel_CG32820	up:Q8I0K9
dme:Dmel_CG32823	up:Q8IRZ3
dme:Dmel_CG32825	up:Q8IRZ5
dme:Dmel_CG32829	up:Q8IPI9
dme:Dmel_CG3283	up:P21914
dme:Dmel_CG32832	up:Q8INZ7
dme:Dmel_CG32833	up:Q8MLS8
dme:Dmel_CG32834	up:A0A0B4JCV5
dme:Dmel_CG3284	up:P36958
dme:Dmel_CG3284	up:A0A0B4K652
dme:Dmel_CG32843	up:A0A0B4KEN5
dme:Dmel_CG32845	up:Q8IRJ5
dme:Dmel_CG32846	up:M9MSK1
dme:Dmel_CG32847	up:Q8IQM1
dme:Dmel_CG32848	up:O17444
dme:Dmel_CG32848	up:D2NUG3
dme:Dmel_CG32849	up:Q9NFT7
dme:Dmel_CG3285	up:Q9VQP1
dme:Dmel_CG32850	up:L0MLM5
dme:Dmel_CG32853	up:P83119
dme:Dmel_CG32854	up:Q8I0J3
dme:Dmel_CG32855	up:Q8INC0
dme:Dmel_CG32856	up:Q8INC7
dme:Dmel_CG32857	up:Q8SY96
dme:Dmel_CG32858	up:Q24524
dme:Dmel_CG32858	up:A4V441
dme:Dmel_CG32859	up:Q9W5B3
dme:Dmel_CG3288	up:Q9VPA5
dme:Dmel_CG32885	up:A8DYL7
dme:Dmel_CG3289	up:Q9VQQ0
dme:Dmel_CG3290	up:Q9W274
dme:Dmel_CG32904	up:A1Z995
dme:Dmel_CG3291	up:E1JJR3
dme:Dmel_CG3292	up:Q9W275
dme:Dmel_CG32939	up:Q9I7K4
dme:Dmel_CG3294	up:Q9VR26
dme:Dmel_CG32944	up:Q0KID3
dme:Dmel_CG32945	up:Q86BB7
dme:Dmel_CG3295	up:Q9W2N5
dme:Dmel_CG3297	up:Q9Y1A7
dme:Dmel_CG32971	up:Q86BK9
dme:Dmel_CG32975	up:Q7KT97
dme:Dmel_CG3298	up:Q8MKW7
dme:Dmel_CG32982	up:Q0E8S1
dme:Dmel_CG32983	up:Q9VLH6
dme:Dmel_CG32984	up:Q86BL8
dme:Dmel_CG32985	up:Q86BL9
dme:Dmel_CG32986	up:Q86BM4
dme:Dmel_CG32987	up:Q86BM3
dme:Dmel_CG32988	up:Q86BM2
dme:Dmel_CG3299	up:O46037
dme:Dmel_CG3299	up:X2JAB9
dme:Dmel_CG33002	up:Q86BM8
dme:Dmel_CG33003	up:B7Z017
dme:Dmel_CG3301	up:Q9VDC0
dme:Dmel_CG33012	up:A1Z8X9
dme:Dmel_CG33017	up:A0A0B4LGM7
dme:Dmel_CG3302	up:Q26377
dme:Dmel_CG3303	up:Q9VF14
dme:Dmel_CG33048	up:Q8IQF1
dme:Dmel_CG3305	up:Q9V9S0
dme:Dmel_CG33051	up:Q86BI8
dme:Dmel_CG33052	up:Q8IQQ4
dme:Dmel_CG33054	up:Q8IPU1
dme:Dmel_CG33056	up:Q86BG8
dme:Dmel_CG33057	up:Q86BH3
dme:Dmel_CG3306	up:Q9VT16
dme:Dmel_CG33060	up:Q86BI5
dme:Dmel_CG33061	up:Q86BI6
dme:Dmel_CG33062	up:Q8MQY0
dme:Dmel_CG3307	up:Q9VFK6
dme:Dmel_CG3307	up:A0A0B4K680
dme:Dmel_CG3308	up:Q9VDC1
dme:Dmel_CG33080	up:X2JAJ7
dme:Dmel_CG33082	up:Q86B65
dme:Dmel_CG33083	up:Q8IMQ6
dme:Dmel_CG33087	up:A0A0B4KFD1
dme:Dmel_CG3309	up:X2JCL3
dme:Dmel_CG33090	up:Q7KT91
dme:Dmel_CG33092	up:Q8T0Q8
dme:Dmel_CG33093	up:Q86B82
dme:Dmel_CG33094	up:A0A0B4KH28
dme:Dmel_CG33095	up:Q9VBX7
dme:Dmel_CG33096	up:Q9VBX8
dme:Dmel_CG33098	up:Q9VG88
dme:Dmel_CG33099	up:Q86B83
dme:Dmel_CG33100	up:E1JIV5
dme:Dmel_CG33101	up:P54351
dme:Dmel_CG33101	up:A0A0B4LH53
dme:Dmel_CG33102	up:Q9NFT9
dme:Dmel_CG33103	up:Q868Z9
dme:Dmel_CG33104	up:Q9I7K5
dme:Dmel_CG33105	up:Q86BA5
dme:Dmel_CG33106	up:Q9VCA8
dme:Dmel_CG33107	up:Q9VCY2
dme:Dmel_CG33108	up:Q9VCE8
dme:Dmel_CG33109	up:Q9VFL9
dme:Dmel_CG33110	up:Q9VCY5
dme:Dmel_CG33111	up:Q9VCH2
dme:Dmel_CG33113	up:E1JHT6
dme:Dmel_CG33114	up:Q07553
dme:Dmel_CG33115	up:Q9VJU8
dme:Dmel_CG33116	up:Q9VIU4
dme:Dmel_CG33117	up:Q8INV7
dme:Dmel_CG33117	up:D3PFH6
dme:Dmel_CG33119	up:M9PFV3
dme:Dmel_CG3312	up:Q9W4D2
dme:Dmel_CG3312	up:A8JUY0
dme:Dmel_CG33120	up:Q9VJ41
dme:Dmel_CG33122	up:Q8IQ05
dme:Dmel_CG33123	up:Q9VQR8
dme:Dmel_CG33124	up:Q9VQ85
dme:Dmel_CG33125	up:M9PBW8
dme:Dmel_CG33126	up:M9PBN2
dme:Dmel_CG33127	up:Q86B58
dme:Dmel_CG33128	up:Q9VQ12
dme:Dmel_CG33129	up:Q9VKM7
dme:Dmel_CG3313	up:Q9VGE3
dme:Dmel_CG33130	up:A1ZAU8
dme:Dmel_CG33131	up:A1Z6J2
dme:Dmel_CG33133	up:Q9U405
dme:Dmel_CG33134	up:Q9V9C8
dme:Dmel_CG33135	up:B7YZR4
dme:Dmel_CG33136	up:A0A0B4LG03
dme:Dmel_CG33137	up:A1Z993
dme:Dmel_CG33138	up:A1Z992
dme:Dmel_CG33139	up:Q7K0Q2
dme:Dmel_CG3314	up:P46223
dme:Dmel_CG3314	up:X2JCS6
dme:Dmel_CG33140	up:Q7JRQ1
dme:Dmel_CG33141	up:Q0E9F2
dme:Dmel_CG33143	up:A0A0B4LGA0
dme:Dmel_CG33144	up:Q7JR34
dme:Dmel_CG33145	up:A1Z8R6
dme:Dmel_CG33147	up:Q8MRE7
dme:Dmel_CG3315	up:Q8IFW4
dme:Dmel_CG3315	up:X2JID2
dme:Dmel_CG33150	up:Q9W1N5
dme:Dmel_CG33151	up:Q9W1N6
dme:Dmel_CG33151	up:D8FT26
dme:Dmel_CG33152	up:Q9W2P8
dme:Dmel_CG33155	up:Q0E985
dme:Dmel_CG33156	up:A8DYC9
dme:Dmel_CG33158	up:Q9VV61
dme:Dmel_CG33159	up:Q9VZT0
dme:Dmel_CG33160	up:Q9VZS9
dme:Dmel_CG33162	up:Q9VSN9
dme:Dmel_CG33166	up:Q9W0E9
dme:Dmel_CG33169	up:Q8SY72
dme:Dmel_CG33169	up:A0A1B2AL38
dme:Dmel_CG33170	up:Q29QY7
dme:Dmel_CG33172	up:Q86B53
dme:Dmel_CG33174	up:B7Z150
dme:Dmel_CG33177	up:Q86B54
dme:Dmel_CG33178	up:X2JF29
dme:Dmel_CG33179	up:Q1EC42
dme:Dmel_CG3318	up:Q94521
dme:Dmel_CG33180	up:Q9GQN0
dme:Dmel_CG33180	up:X2JFC3
dme:Dmel_CG33181	up:A8JV32
dme:Dmel_CG33182	up:Q9V6L0
dme:Dmel_CG33182	up:E1JH52
dme:Dmel_CG33183	up:P31396
dme:Dmel_CG33183	up:H1UUN3
dme:Dmel_CG33189	up:Q86BA8
dme:Dmel_CG3319	up:Q24216
dme:Dmel_CG33191	up:Q961W9
dme:Dmel_CG33192	up:Q8I9B4
dme:Dmel_CG33193	up:Q9VCR6
dme:Dmel_CG33193	up:W8PHN8
dme:Dmel_CG33194	up:Q8T0X8
dme:Dmel_CG33196	up:M9NER8
dme:Dmel_CG33197	up:O16011
dme:Dmel_CG33198	up:Q86BE9
dme:Dmel_CG33198	up:A0A0B4LFM5
dme:Dmel_CG33199	up:A1Z7L4
dme:Dmel_CG3320	up:O18332
dme:Dmel_CG33200	up:Q9N2P6
dme:Dmel_CG33200	up:A0A0B4K868
dme:Dmel_CG33202	up:Q8MRE6
dme:Dmel_CG33203	up:B7Z0R3
dme:Dmel_CG33206	up:Q9VXU1
dme:Dmel_CG33207	up:Q8MY02
dme:Dmel_CG33208	up:Q86BA1
dme:Dmel_CG3321	up:O77134
dme:Dmel_CG33213	up:Q9VAY8
dme:Dmel_CG33214	up:M9PIG4
dme:Dmel_CG33217	up:Q8MS38
dme:Dmel_CG3322	up:P15215
dme:Dmel_CG3322	up:X2JAW6
dme:Dmel_CG33223	up:Q7KVT0
dme:Dmel_CG33225	up:A0A0B4LG43
